ITEM_NAME,ITEM_CODE,A1_ITEM_CODE,Retailer Item Code,Description,A1_RET_ITEM_CODE,A1 Item Description,Visits(Base Item and A1 Purchased)#,Visits(Base Item and A1 Purchased)%,A1_ITEM_NAME,TITLE
CAMPO VIEJO GARNACHA,40220,113303,1201300200,CAMPO VIEJO GARNACHA,1200217613,BABY CARROTS 2LB PEELED,2,50,BABY CARROTS 2LB PEELED,
CAMPOBASSO RED,299992,136172,1200756824,CAMPOBASSO RED,330064000,G.E. KING SIZE WHITE BREAD,12,100,G.E. KING SIZE WHITE BREAD,
CANDONI MOSCATO D'ITALIA,94427,113718,1200443263,CANDONI MOSCATO D'ITALIA,664842112,AQUAFINA WATER 24OZ 6PK,1,100,AQUAFINA WATER 24OZ 6PK,
CANDONI MOSCATO D'ITALIA,94427,111090,1200443263,CANDONI MOSCATO D'ITALIA,1200796498,JUMBO PUSH POPS,1,100,JUMBO PUSH POPS,
CANDONI MOSCATO D'ITALIA,94427,113303,1200443263,CANDONI MOSCATO D'ITALIA,1200217613,BABY CARROTS 2LB PEELED,1,100,BABY CARROTS 2LB PEELED,
CAPRICCIO BUBBLY SANGRIA 4PK,477394,12408,1201768783,CAPRICCIO BUBBLY SANGRIA 4PK,8920214,REDDI WIP CREAM 7 OZ.(8426),2,100,SPICE TIME BASIL LEAVES,
CAPT MORGAN LONG ISL ICED TEA,41505,123215,1200714415,CAPT MORGAN LONG ISL ICED TEA,4828000,KR PHILA CRM CHS BRICK,2,100,KR PHILA CRM CHS BRICK,
CARA*HEAT PAD MOIST HEAT-,366324,12892,90811661,CARA*HEAT PAD MOIST HEAT-,8926516,CAMPBELLS CONDENSED SOUPS(579),2,100,ALLE GROUND BEEF 80% LEAN,
CARA*HEAT PAD MOIST HEAT-,366324,12973,90811661,CARA*HEAT PAD MOIST HEAT-,8922115,CLASSICO SAUCE(11472),2,100,PEAR BOSC USA 40LB,
CARD ANNIVER BETWEEN YOU & ME,36680,136172,8941593,CAPT MORGAN RUM 750 ML(338087),330064000,G.E. KING SIZE WHITE BREAD,7,100,G.E. KING SIZE WHITE BREAD,
CARD ANNIVER BETWEEN YOU & ME,36680,12999,8941593,CAPT MORGAN RUM 750 ML(338087),8927499,NAB PREMIUM SALTINES 16 OZ(157239),7,100,SHAMPOO SULFATE FREE CURLS UNL,
CARD ANNIVER CROWN,17474,198079,8944281,NEUTROBMNA CREAM/SERUM(125850),1200928879,UNITED WAY $1 DONATION,1,100,UNITED WAY $1 DONATION,
CARD ANNIVER CROWN,17474,686776,8944281,NEUTROBMNA CREAM/SERUM(125850),1202120041,HAM AND WHT CHED ON PRETZEL,1,100,HAM AND WHT CHED ON PRETZEL,
CARD ANNIVER CROWN,17474,806881,8944281,NEUTROBMNA CREAM/SERUM(125850),1202262206,KINGSFORD BRIQUETS 16LB,1,100,KINGSFORD BRIQUETS 16LB,
CARD ANNIVER CROWN,30188,21049,8945377,MILLER 12 PK NR(320782),8926075,ROTISSERIE CHICKEN(219219),79,46.74556213,BC SCOOBY-DOO FRUIT SNACKS,
CARD ANNIVER CROWN,30188,15576,8945377,MILLER 12 PK NR(320782),8925658,8 PIECE(214334),93,55.0295858,LOREAL KIDS CARN BRY RND SHMPO,
CARD ANNIVER CROWN,35000,13143,8940480,AC HOLDING PRODUCTS(332330),8933586,SAN GIORGIO 16 OZ(4378),4,80,ROOIBEE UNSW TEA,
CARD ANNIVER SHOEBOX,38174,115046,8944073,NEUTROBMNA SHINE CONTROL(347113),597000934,POT YUKON GOLD 5 LB,1,100,POT YUKON GOLD 5 LB,
CARD ANNIVER SHOEBOX,38174,104364,8944073,NEUTROBMNA SHINE CONTROL(347113),273680394,S PACZKI - 6 COUNT,1,100,S PACZKI - 6 COUNT,
CARD ANNIVER SHOEBOX,38174,107939,8944073,NEUTROBMNA SHINE CONTROL(347113),303830462,ALESSI SUN-DRIED TOMATOES,1,100,ALESSI SUN-DRIED TOMATOES,
CARD BABY DAYSPRING FOR HMK,39483,15576,8944273,BERINBMR FE WINES 750ML(347350),8925658,8 PIECE(214334),5,83.33333333,LOREAL KIDS CARN BRY RND SHMPO,
CARD BABY HM,0,0,8936962,WINE - ZINFANDEL,1200978429,SUPPLIES - PIE FILLING,1,100,SIMPLY ORGANIC ITALIAN SEASON,
CARD BABY HM,35666,118609,8936962,SMALL BRUSH(321936),1200167890,LA BANDERITA BURR GRANDE I0 IN,1,100,LA BANDERITA BURR GRANDE I0 IN,
CARD BABY HM,35666,110317,8936962,SMALL BRUSH(321936),1200978429,SIMPLY ORGANIC ITALIAN SEASON,1,100,SIMPLY ORGANIC ITALIAN SEASON,
CARD BATMITZ TREE OF LIFE,16327,18272,8922843,RYAN'S CREAM 1 LITER(238254),8935839,POWERADE 20 OZ 8 PK(209911),1,100,CHERRY,
CARD BATMITZ TREE OF LIFE,36964,12341,8941869,IT'S A 10 VOLUMIZER/HAIRSPRAY(338575),8923502,BM MEDIUM STORABM BAGS(15227),2,100,MC GOURMET CUMIN SEED,
CARD BATMITZ TREE OF LIFE,36964,12399,8941869,IT'S A 10 VOLUMIZER/HAIRSPRAY(338575),8925245,DANNON YOGURT 32 OZ(14602),2,100,BM LOW SLIDER BAGS QUART,
CARD BDAY SINCERA,40320,21049,9000350,PENN 12PK NR(369663),8926075,ROTISSERIE CHICKEN(219219),4,100,BC SCOOBY-DOO FRUIT SNACKS,
CARD BDAY SINCERA,40320,32820,9000350,PENN 12PK NR(369663),8938783,MIX & MATCH CARRIER(326929),4,100,TABAT VEGETABLE SOUP,
CARD BRTHDAY,0,0,8932410,SUMMER TOYS,303830462,SHAMPOOS,1,100,ALESSI SUN-DRIED TOMATOES,
CARD BRTHDAY,0,0,8999347,FROZEN MEAT AND SEAFOOD,1200656349,COSMETICS & COTTON,1,100,LIME 2 LB,
CARD BRTHDAY,0,0,8999347,HOLIDAY,1200656349,COMMUNICATIONS,1,100,LIME 2 LB,
CARD BRTHDAY,0,0,8999347,ORGANIC PRODUCE,1200656349,HERBS/SPICES/SPROUTS,1,100,LIME 2 LB,
CARD BRTHDAY,0,0,8999347,PERFORMANCE & ADULT NUTRITION,1200656349,CHEESE,1,100,LIME 2 LB,
CARD BRTHDAY,0,0,8999347,PET FOOD,1200656349,MARGARINE & BUTTERS,1,100,LIME 2 LB,
CARD BRTHDAY,0,0,8999347,PET FOOD,1200656349,TABLETOP,1,100,LIME 2 LB,
CARD BRTHDAY,0,0,8999347,HALLMARK CLASSIC,267146739,CHOICE BEEF LOINS,1,100,F.EXPRESS: HEARTS OF ROMAINE,
CARD BRTHDAY,0,0,8945268,PITTSBURGH STEELERS,1200455526,SPECIALTY VINEGARS,1,100,GM CHEERIOS,
CARD BRTHDAY,0,0,8999347,BEERS - SPECIALTY & MICRO,1200656349,LIQUOR - TEQUILA,1,100,LIME 2 LB,
CARD BRTHDAY,0,0,8999347,BULK/PKG FOODS,1200656349,CHOICE CHKS (INCLUDE BRISKETS),1,100,LIME 2 LB,
CARD BRTHDAY,21292,12892,8926453,FERRANTE BLANC 750 ML(220592),8926516,CAMPBELLS CONDENSED SOUPS(579),8,88.88888889,ALLE GROUND BEEF 80% LEAN,
CARD BRTHDAY,22845,15576,8998811,19 CRIMES 750ML(309801),8925658,8 PIECE(214334),82,45.55555556,LOREAL KIDS CARN BRY RND SHMPO,
CARD BRTHDAY,24197,11096,8999347,21/25 PINK SHRIMP BM(258123),1201098912,PANERA BREAD $25,1,100,PANERA BREAD $25,
CARD BRTHDAY,24197,103089,8999347,21/25 PINK SHRIMP BM(258123),267146739,F.EXPRESS: HEARTS OF ROMAINE,1,100,F.EXPRESS: HEARTS OF ROMAINE,
CARD BRTHDAY,24197,100803,8999347,21/25 PINK SHRIMP BM(258123),1200656349,LIME 2 LB,1,100,LIME 2 LB,
CARD BRTHDAY,27643,11669,8932410,LUNCHMEAT KITS(312746),56008000,FRNCH YELLOW SQZ MUSTARD,1,100,FRNCH YELLOW SQZ MUSTARD,
CARD BRTHDAY,27643,107939,8932410,LUNCHMEAT KITS(312746),303830462,ALESSI SUN-DRIED TOMATOES,1,100,ALESSI SUN-DRIED TOMATOES,
CARD BRTHDAY,38878,104364,8945268,TERRE DEL NOCE 750ML(352665),273680394,S PACZKI - 6 COUNT,1,100,S PACZKI - 6 COUNT,
CARD BRTHDAY,38878,105118,8945268,TERRE DEL NOCE 750ML(352665),1200455526,GM CHEERIOS,1,100,GM CHEERIOS,
CARD BRTHDAY,38878,101587,8945268,TERRE DEL NOCE 750ML(352665),873445435,BEEF RND MD CAB SIRLN TIP RST,1,100,BEEF RND MD CAB SIRLN TIP RST,
CARD BRTHDAY,41529,15576,9001797,EPIC BAPTIST 22OZ-$151(373869),8925658,8 PIECE(214334),2,66.66666667,LOREAL KIDS CARN BRY RND SHMPO,
CARD BRTHDAY 99 CENT VALUE,38182,612173,8928896,MARLBORO BLCK SB/EDBM PK  BM(347364),null,Unclassified 000000094382,53,60.22727273,Unclassified 000000094382,
CARD BRTHDAY 99 CENT VALUE,38182,414970,8928896,MARLBORO BLCK SB/EDBM PK  BM(347364),null,Unclassified 000000009962,50,56.81818182,Unclassified 000000009962,
CARD BRTHDAY 99 CENT VALUE,38182,98666,8928896,MARLBORO BLCK SB/EDBM PK  BM(347364),1200000168,UNITED WAY DONATION $5.00,53,60.22727273,UNITED WAY DONATION $5.00,
CARD BRTHDAY 99 CENT VALUE,38182,706895,8928896,MARLBORO BLCK SB/EDBM PK  BM(347364),null,Unclassified 000000009439,52,59.09090909,Unclassified 000000009439,
CARD BRTHDAY AMP EX,25609,17451,8920152,TT SUPER CLUB DIAPERS(286262),8931948,OREO-NABISCO(219706),18,85.71428571,SATAY SPECIAL,
CARD BRTHDAY BIG CD BIG SOUND,37634,105369,8943284,TWEEZERMAN SKINCARE TOOL(342823),299392000,CRAYOLA LARGE CRAYONS WASHABLE,1,100,CRAYOLA LARGE CRAYONS WASHABLE,
CARD BRTHDAY BIG CD BIG SOUND,37634,103312,8943284,TWEEZERMAN SKINCARE TOOL(342823),526000070,CHICKN GE 806 SPLIT BREAST USA,1,100,CHICKN GE 806 SPLIT BREAST USA,
CARD BRTHDAY C/C ANY BD 1,37022,15728,8941933,EAST END 6PK CANS(339013),8933741,BAREFOOT CELL 1.5 LT(182833),8,72.72727273,10 LICENSED PLAYBALLS,
CARD BRTHDAY CC,0,0,9002362,STATIONERY,873445435,SOFT DRINKS,1,100,BEEF RND MD CAB SIRLN TIP RST,
CARD BRTHDAY CC,0,0,9002362,OILS - OLIVE OIL,273680394,DIGITAL VIDEO DISK,1,100,S PACZKI - 6 COUNT,
CARD BRTHDAY CC,41800,103312,9002362,DUCLAW 4PK CANS(376828),526000070,CHICKN GE 806 SPLIT BREAST USA,1,100,CHICKN GE 806 SPLIT BREAST USA,
CARD BRTHDAY CC,41800,101587,9002362,DUCLAW 4PK CANS(376828),873445435,BEEF RND MD CAB SIRLN TIP RST,1,100,BEEF RND MD CAB SIRLN TIP RST,
CARD BRTHDAY CC,41800,104364,9002362,DUCLAW 4PK CANS(376828),273680394,S PACZKI - 6 COUNT,1,100,S PACZKI - 6 COUNT,
CARD BRTHDAY CLASSIC COUNTER,14150,232694,8925010,DULCOLAX LAXATIVE(235295),1201172831,BM WATER .5L 24PK,115,82.14285714,BM WATER .5L 24PK,
CARD BRTHDAY CLASSIC COUNTER,14889,15728,8945291,KORBEL 15/750 ML(266123),8933741,BAREFOOT CELL 1.5 LT(182833),34,49.27536232,10 LICENSED PLAYBALLS,
CARD BRTHDAY CLASSIC COUNTER,14889,15576,8945291,KORBEL 15/750 ML(266123),8925658,8 PIECE(214334),33,47.82608696,LOREAL KIDS CARN BRY RND SHMPO,
CARD BRTHDAY CLASSIC COUNTER,14889,14693,8945291,KORBEL 15/750 ML(266123),8935531,SAMUEL ADAMS BEER(10062),32,46.37681159,MUG MAY THE SUN,
CARD BRTHDAY CLASSIC COUNTER,41677,12892,9002094,BOOST ORIGINAL CHOCOLATE 24CT(375470),8926516,CAMPBELLS CONDENSED SOUPS(579),13,100,ALLE GROUND BEEF 80% LEAN,
CARD BRTHDAY CR,35403,232694,8931145,FIBERS CHOICE SF ASSORTED(133378),1201172831,BM WATER .5L 24PK,15,93.75,BM WATER .5L 24PK,
CARD BRTHDAY CR,35403,28493,8931145,FIBERS CHOICE SF ASSORTED(133378),8934926,ITALIAN BREAD(316129),15,93.75,UTZ CHOC COVERED PRETZELS,
CARD BRTHDAY CRN,40329,15728,9000359,HEINEKEN 12PK AND 15PK CANS(369443),8933741,BAREFOOT CELL 1.5 LT(182833),13,54.16666667,10 LICENSED PLAYBALLS,
CARD BRTHDAY CROWN,30510,103312,8936961,LARBM OVAL(321934),526000070,CHICKN GE 806 SPLIT BREAST USA,2,100,CHICKN GE 806 SPLIT BREAST USA,
CARD BRTHDAY CROWN,30510,11669,8936961,LARBM OVAL(321934),56008000,FRNCH YELLOW SQZ MUSTARD,2,100,FRNCH YELLOW SQZ MUSTARD,
CARD BRTHDAY CROWN,30510,114775,8936961,LARBM OVAL(321934),492939713,BEEF LN T-BONE STEAK,2,100,BEEF LN T-BONE STEAK,
CARD BRTHDAY CROWN,36363,12290,8941280,BOULEVARD 12PK BOTTLES/CANS(336550),8933817,YELLOWTAIL 1.5 LTR(154381),1,50,ORG ORANGE 4LB,
CARD BRTHDAY CROWN,38396,12973,8944497,BURTS BEES CLAY MASK(349019),8922115,CLASSICO SAUCE(11472),3,100,PEAR BOSC USA 40LB,
CARD BRTHDAY CROWN,39487,16980,8946102,FOUNDERS 4PK - $98.00(359780),8950487,BLACK BOX 3 LITER(259749),6,50,BANANA CHOCOLATE TEA BAGS,
CARD BRTHDAY CROWN,39487,15728,8946102,FOUNDERS 4PK - $98.00(359780),8933741,BAREFOOT CELL 1.5 LT(182833),10,83.33333333,10 LICENSED PLAYBALLS,
CARD BRTHDAY CROWN,39487,14693,8946102,FOUNDERS 4PK - $98.00(359780),8935531,SAMUEL ADAMS BEER(10062),7,58.33333333,MUG MAY THE SUN,
CARD BRTHDAY CROWN,41226,40323,8987721,4TH STRT HRT GHEE(305742),9000353,BM EGGS LARBM 18CT(369393),33,78.57142857,STFD CHICKEN CORDON BLEU,
CARD BRTHDAY CROWN,41262,15576,8937942,STELLA ARTOIS 12PK(324835),8925658,8 PIECE(214334),35,50,LOREAL KIDS CARN BRY RND SHMPO,
CARD BRTHDAY EXPRESS FROM HMK,38197,12921,8923700,MARL MENTH SLATE BLCK CRTN(220696),8926243,LIPTON RECIPE SECRETS - 2 PK.(15211),2,100,SARG TASTNG WISCONSIN CHED,
CARD BRTHDAY FRESH INK,41149,40868,9001261,LUKSUSOWA VODKA 1.75L(307455),9001063,BLUE CHAIR BAY HIGH PF 750ML(309362),1,100,NEXCARE DUCT TAPE BANDAGES,
CARD BRTHDAY GREEN,38969,15576,8932430,SMIRNOFF 12PK - 11.2 & 12OZ(234570),8925658,8 PIECE(214334),9,60,LOREAL KIDS CARN BRY RND SHMPO,
CARD BRTHDAY HALLMARK,0,0,8941888,PANCAKE MIX AND SYRUP,1200505516,MARKET DISTRICT ASIAN,1,50,PARKAY WHIP SPRD SLVE 2/6.7Z,
CARD BRTHDAY HALLMARK,36983,104799,8941888,LIVING PROOF RESTORE COND/SHAM(338583),1200505516,PARKAY WHIP SPRD SLVE 2/6.7Z,1,50,PARKAY WHIP SPRD SLVE 2/6.7Z,
CARD BRTHDAY HALLMARK,36983,115046,8941888,LIVING PROOF RESTORE COND/SHAM(338583),597000934,POT YUKON GOLD 5 LB,1,50,POT YUKON GOLD 5 LB,
CARD BRTHDAY HM,0,0,8939364,WINE - PREMIUM CABERNET,428368000,PRETZELS,1,100,KEEB TOASTED MEDLEY,
CARD BRTHDAY HM,0,0,8939364,WINE - PREMIUM CHARDONNAY,428368000,GRAB & GO,1,100,KEEB TOASTED MEDLEY,
CARD BRTHDAY HM,0,0,8939364,WINE - PREMIUM CHARDONNAY,428368000,MARKET DISTRICT GEN. MERCH-A,1,100,KEEB TOASTED MEDLEY,
CARD BRTHDAY HM,0,0,8939364,WINE - PREMIUM CHARDONNAY,428368000,SF ACE STORE FIXTURES,1,100,KEEB TOASTED MEDLEY,
CARD BRTHDAY HM,0,0,8939364,WINE - PREMIUM CHARDONNAY,428368000,SNACKS,1,100,KEEB TOASTED MEDLEY,
CARD BRTHDAY HM,0,0,8939364,WINE - PREMIUM CHARDONNAY,428368000,SPECIALTY & HARDBOND BOOKS,1,100,KEEB TOASTED MEDLEY,
CARD BRTHDAY HM,33838,10977,8939364,INFALLIBLE LOCK PRIMER(329101),428368000,KEEB TOASTED MEDLEY,1,100,KEEB TOASTED MEDLEY,
CARD BRTHDAY HM,33838,104901,8939364,INFALLIBLE LOCK PRIMER(329101),1200057786,ACME HERRING IN CREAM,1,100,ACME HERRING IN CREAM,
CARD BRTHDAY NICHE,38029,12892,8943888,ACE KNEE SUPPORT(346103),8926516,CAMPBELLS CONDENSED SOUPS(579),8,100,ALLE GROUND BEEF 80% LEAN,
CARD BRTHDAY SATURDAYS,20575,612173,8933729,BM - SNUS ROLLS(288628),null,Unclassified 000000094382,3,100,Unclassified 000000094382,
CARD BRTHDAY SATURDAYS,20575,968016,8933729,BM - SNUS ROLLS(288628),null,Unclassified 064401811499,3,100,Unclassified 064401811499,
CARD BRTHDAY SATURDAYS,20575,968007,8933729,BM - SNUS ROLLS(288628),null,Unclassified 064401811500,3,100,Unclassified 064401811500,
CARD BRTHDAY SATURDAYS,20575,98666,8933729,BM - SNUS ROLLS(288628),1200000168,UNITED WAY DONATION $5.00,3,100,UNITED WAY DONATION $5.00,
CARD BRTHDAY SHOEBOX,21376,114775,8933161,CAYMUS CONUNDRUM 750ML(287701),492939713,BEEF LN T-BONE STEAK,2,100,BEEF LN T-BONE STEAK,
CARD BRTHDAY SHOEBOX,21376,115046,8933161,CAYMUS CONUNDRUM 750ML(287701),597000934,POT YUKON GOLD 5 LB,2,100,POT YUKON GOLD 5 LB,
CARD BRTHDAY SHOEBOX,21376,12280,8933161,CAYMUS CONUNDRUM 750ML(287701),8923689,PEPSI  24 OZ 6 PK(4308),2,100,ST PAULI GIRL NA 6PK NR <.05%,
CARD BRTHDAY SHOEBOX,35375,232694,8930872,ADVIL LIQUI BML(164712),1201172831,BM WATER .5L 24PK,99,87.61061947,BM WATER .5L 24PK,
CARD BRTHDAY SHOEBOX,38869,40323,8944682,KOKIE HD FOUNDATION(352451),9000353,BM EGGS LARBM 18CT(369393),4,66.66666667,STFD CHICKEN CORDON BLEU,
CARD BRTHDAY SHOEBOX,39000,12730,8945529,SELECT $11.99(353731),8920104,BM TOMATOES 28-29 OZ(245556),4,80,GRAPE BLACK,
CARD BRTHDAY SHOEBOX,39054,32820,8945605,HELLTOWN 6PK CAN - $35.50(353986),8938783,MIX & MATCH CARRIER(326929),9,64.28571429,TABAT VEGETABLE SOUP,
CARD BRTHDAY SHOEBOX,39798,232694,8920737,FRISKIES STF/SCD 5.5 OZ(362863),1201172831,BM WATER .5L 24PK,275,41.66666667,BM WATER .5L 24PK,
CARD BRTHDAY SHOEBOX,42018,15576,8934682,YUENGLING 12PK CANS(302797),8925658,8 PIECE(214334),99,43.6123348,LOREAL KIDS CARN BRY RND SHMPO,
CARD BRTHDAY SOUND CARDS,20767,253547,8941521,BM - SKOAL X-TRA ROLLS(207437),1200000084,COIN STAR VOUCHER,8,66.66666667,COIN STAR VOUCHER,
CARD BRTHDAY SOUND CARDS,20767,415141,8941521,BM - SKOAL X-TRA ROLLS(207437),null,Unclassified 000000009000,7,58.33333333,Unclassified 000000009000,
CARD BRTHDAY SOUND CARDS,20767,388491,8941521,BM - SKOAL X-TRA ROLLS(207437),1200000241,POSTAGE STAMPS,7,58.33333333,POSTAGE STAMPS,
CARD BRTHDAY SOUND CARDS,20767,406158,8941521,BM - SKOAL X-TRA ROLLS(207437),1200000001,MONEY ORDER FEE,7,58.33333333,MONEY ORDER FEE,
CARD BRTHDAY SPN BEST OF BDAY,21934,12340,8942394,ITS A 10 HAIR CARE(230854),8927242,KR SOFT CREAM CHEESE 12 0Z(43314),1,100,TRIDENT ORIGINAL VALU PK,
CARD BRTHDAY SPN BEST OF BDAY,21934,11669,8942394,ITS A 10 HAIR CARE(230854),56008000,FRNCH YELLOW SQZ MUSTARD,1,100,FRNCH YELLOW SQZ MUSTARD,
CARD BRTHDAY SPN BEST OF BDAY,21934,12339,8942394,ITS A 10 HAIR CARE(230854),8930115,PHILA SOFT CREAM CHEESE 16Z(281893),1,100,DUMMY ITEM,
CARD BRTHDAY SUNRISE GRTS,19838,28493,8920967,AMERICAN SPIRIT CARTONS(245238),8934926,ITALIAN BREAD(316129),4,66.66666667,UTZ CHOC COVERED PRETZELS,
CARD BRTHDAY UNICEF,12799,12892,8929915,ARM&HAMMER TOOTHPASTE(3355),8926516,CAMPBELLS CONDENSED SOUPS(579),213,80.37735849,ALLE GROUND BEEF 80% LEAN,
CARD CHRSTMS ANYONE,0,0,9002964,MD/HBW BABY ACCESSORIES,273680394,CHILDREN'S VIDEOS,2,100,S PACZKI - 6 COUNT,
CARD CHRSTMS ANYONE,0,0,9002964,NATURAL & ORGANIC FROZEN FOODS,273680394,SPECIALTY & HARDBOND BOOKS,2,100,S PACZKI - 6 COUNT,
CARD CHRSTMS ANYONE,12469,98666,8931688,BM SKOAL BLEND(288626),1200000168,UNITED WAY DONATION $5.00,7,77.77777778,UNITED WAY DONATION $5.00,
CARD CHRSTMS ANYONE,12469,253547,8931688,BM SKOAL BLEND(288626),1200000084,COIN STAR VOUCHER,7,77.77777778,COIN STAR VOUCHER,
CARD CHRSTMS ANYONE,12469,706895,8931688,BM SKOAL BLEND(288626),null,Unclassified 000000009439,7,77.77777778,Unclassified 000000009439,
CARD CHRSTMS ANYONE,12469,414970,8931688,BM SKOAL BLEND(288626),null,Unclassified 000000009962,7,77.77777778,Unclassified 000000009962,
CARD CHRSTMS ANYONE,38253,253547,8920217,BM -GRIZZLY STRAIGHT & NATURAL(347881),1200000084,COIN STAR VOUCHER,6,66.66666667,COIN STAR VOUCHER,
CARD CHRSTMS ANYONE,38253,706895,8920217,BM -GRIZZLY STRAIGHT & NATURAL(347881),null,Unclassified 000000009439,6,66.66666667,Unclassified 000000009439,
CARD CHRSTMS ANYONE,38253,612173,8920217,BM -GRIZZLY STRAIGHT & NATURAL(347881),null,Unclassified 000000094382,6,66.66666667,Unclassified 000000094382,
CARD CHRSTMS ANYONE,42115,104364,9002964,BMNESEE 30PK CANS(379913),273680394,S PACZKI - 6 COUNT,2,100,S PACZKI - 6 COUNT,
CARD CHRSTMS BROTHER,16426,15576,8933878,COORS 12PK LNNR(154464),8925658,8 PIECE(214334),51,53.125,LOREAL KIDS CARN BRY RND SHMPO,
CARD CHRSTMS BROTHER,16426,21049,8933878,COORS 12PK LNNR(154464),8926075,ROTISSERIE CHICKEN(219219),49,51.04166667,BC SCOOBY-DOO FRUIT SNACKS,
CARD CHRSTMS DAUGHTER,39009,123215,8945538,SELECT SUNGLASSES(353727),4828000,KR PHILA CRM CHS BRICK,4,100,KR PHILA CRM CHS BRICK,
CARD CHRSTMS FAMILY,24059,15966,8924197,FLEA & TICK(265281),8936186,TOMATOES: HYDROPONIC(5470),4,100,TT3 PURE KITCHEN BLACK,
CARD CHRSTMS FAMILY,24059,16439,8924197,FLEA & TICK(265281),8930703,ISALYS CHOPPED HAM(278002),4,100,PLQ SNFL KISSES,
CARD CHRSTMS FRIEND,14614,15728,8923318,COL CREST GRAND EST 750 ML(221950),8933741,BAREFOOT CELL 1.5 LT(182833),6,66.66666667,10 LICENSED PLAYBALLS,
CARD CHRSTMS FRIEND,14614,15576,8923318,COL CREST GRAND EST 750 ML(221950),8925658,8 PIECE(214334),7,77.77777778,LOREAL KIDS CARN BRY RND SHMPO,
CARD CHRSTMS FRIEND,15322,15576,8938086,SEAGRAMS 4PK(178280),8925658,8 PIECE(214334),68,54.4,LOREAL KIDS CARN BRY RND SHMPO,
CARD CHRSTMS FRIEND,17447,232694,8923720,TOPCARE NICOTINE GUM(123994),1201172831,BM WATER .5L 24PK,7,100,BM WATER .5L 24PK,
CARD CHRSTMS HUSBAND,0,0,8945783,NATURAL PRODUCTS,1200656349,BAKERY INGREDIENTS,1,100,LIME 2 LB,
CARD CHRSTMS HUSBAND,25186,103386,8945783,MB BROW PALETTE(276609),1201622940,BM MALT VINEGAR,1,100,BM MALT VINEGAR,
CARD CHRSTMS HUSBAND,25186,111615,8945783,MB BROW PALETTE(276609),1201239974,KR IWS AMERICAN TWIN PACK,1,100,KR IWS AMERICAN TWIN PACK,
CARD CHRSTMS HUSBAND,25186,100803,8945783,MB BROW PALETTE(276609),1200656349,LIME 2 LB,1,100,LIME 2 LB,
CARD CHRSTMS MOTHER,19939,15728,8941014,SOUTHERN TIER 12PK(303935),8933741,BAREFOOT CELL 1.5 LT(182833),7,77.77777778,10 LICENSED PLAYBALLS,
CARD CHRSTMS MOTHER,19939,21049,8941014,SOUTHERN TIER 12PK(303935),8926075,ROTISSERIE CHICKEN(219219),7,77.77777778,BC SCOOBY-DOO FRUIT SNACKS,
CARD CHRSTMS OCCUPATION,37040,108373,8944866,BRAWNY 8XL(339024),367000838,100% HAM SALAD,1,100,100% HAM SALAD,
CARD CHRSTMS OCCUPATION,37040,108259,8944866,BRAWNY 8XL(339024),1200516618,APPLEBEE'S $25 GIFT CARD,1,100,APPLEBEE'S $25 GIFT CARD,
CARD CHRSTMS OCCUPATION,37040,101726,8944866,BRAWNY 8XL(339024),1201380482,SUSHIC SPICY CRAB ROLL,1,100,SUSHIC SPICY CRAB ROLL,
CARD CHRSTMS OCCUPATION,37040,107319,8944866,BRAWNY 8XL(339024),1201063070,STAUFFER'S ANIMAL CRACKER-BAG,1,100,STAUFFER'S ANIMAL CRACKER-BAG,
CARD CHRSTMS WIFE,12423,14680,8922076,FULL REVENUE CARTONS-B&W(6211),8922239,SARBMNTO DELI STYLE SLICES(12010),2,100,PEDRINI CHAMPAGNE OPENER 72 PK,
CARD CHRSTMS WIFE,12423,15176,8922076,FULL REVENUE CARTONS-B&W(6211),8938007,COTTON CLUB GINBMRALE 2 LITER(3828),2,100,OCEDAR HARDWOOD FLOOR MOP,
CARD CHRSTMS WIFE,24037,12313,8940369,AMERICAN CREW HAIR BMLS(255262),8925298,OM REG LUNCHABLES(9985),4,80,SNYDERS YORK PEPPERMINT PRETZE,
CARD CHRSTMS WIFE,24037,24905,8940369,AMERICAN CREW HAIR BMLS(255262),8935810,LAYS POTATO CHIPS 8 OZ(264147),5,100,TIC TAC SCARY SWEETS,
CARD COMMUN,15441,40323,8920154,NICORETTE MINT GUM(111725),9000353,BM EGGS LARBM 18CT(369393),13,59.09090909,STFD CHICKEN CORDON BLEU,
CARD CONGRAT CLASSIC COUNTER,21756,12892,8920729,TRUBIOTICS FROM ONE A DAY(225650),8926516,CAMPBELLS CONDENSED SOUPS(579),8,88.88888889,ALLE GROUND BEEF 80% LEAN,
CARD EASTER DAUGHTER,30327,123215,8999942,TROJAN CONDOMS(321035),4828000,KR PHILA CRM CHS BRICK,7,100,KR PHILA CRM CHS BRICK,
CARD EASTER DAYSPRING,15666,12290,8935834,SPATEN 6PK NR(195445),8933817,YELLOWTAIL 1.5 LTR(154381),2,66.66666667,ORG ORANGE 4LB,
CARD EASTER SON,37041,12749,8941952,BM BULB LED CHAND 5W(339050),8928682,BELGIOIOSO PARM(213189),2,66.66666667,MNTN OCEAN SKN TRIP SOAP,
CARD EVRYDAY,20746,612173,8944089,MARLBORO SPEC BLEND PACKS(219574),null,Unclassified 000000094382,27,44.26229508,Unclassified 000000094382,
